actual_rpps_number,old_rpps_number,rpps_cbw_uuid
200413000001428,200413000000429,d6321a9b-0c39-4047-8f00-8069878753e8
200413000001751,200413000000793,e6e1088f-0748-4201-ae57-4187dc580049
200413000001699,200413000000730,4b08eea2-e70b-436b-bfc9-88a53c9c8c70
200413000001455,200413000000457,b38cd38f-1521-431f-a880-5fcac88ae224
200413000001591,200413000000611,db743b33-822e-455f-b6fc-aae2e04839af
200413000001223,200413000000200,fd76ec2d-5777-401a-92e1-fe0ae13b3083
200413000001130,200413000000100,99c26119-dc45-46ac-9b4c-efd8e39e6a9c
200413000001075,200413000000041,dd803ef4-f411-4bcb-b376-7ba59a6965ad
200413000001057,200413000000020,14edff2b-0b42-413a-91d0-cc00e647c3d0
200413000001140,200413000000111,3a581bbf-fdb0-46e6-a5cd-7e065fb26067
200413000001280,200413000000266,22d830b9-0e74-495a-ad79-be3764ea9cb1
200413000001482,200413000000490,ab017f7e-f689-4887-bc99-be6ee1a50f15
200413000001464,200413000000469,4aad8231-5e5b-4541-b0a6-83a0d6565459
200413000001273,200413000000257,49d65190-acb3-473e-869e-7344b21cab13
200413000001272,200413000000255,740e92b7-3ed0-4cca-8959-869939be7d40
200413000001301,200413000000290,a88884c4-a919-4e03-8c54-92afc5bd4881
200413000001102,200413000000071,d28c94d5-fabe-4204-b561-22a8dc89466e
200413000001787,200413000000834,de398895-3bf4-484c-9340-89e81a4158eb
200413000001292,200413000000280,d8b3810b-16a8-43fa-8a7b-099d7cc68a6b
200413000001615,200413000000635,76cd92f1-4544-4800-8bbf-9a9a8e7f1219
200413000001100,200413000000068,0006192f-0525-4632-bffa-0a4a4661cde6
200413000001899,200413000000953,19419580-a2a7-4b45-8022-5e6dd789ffc4
200413000001840,200413000000893,c6ce4aaf-6023-4fb0-9dcc-79b9430175bf
200413000001601,200413000000622,1d14cd32-2aef-4c3b-b981-b6b86948ab87
200413000001589,200413000000608,55f2b0b9-cc67-450a-9c6c-6ed6a8a2514d
200413000001336,200413000000327,cb4f7037-f427-4791-a4ab-6f59ead70342
200413000001555,200413000000570,67cc58de-1f4c-483e-a93d-2cbb5d573d95
200413000001557,200413000000572,23070216-7ddf-4d8d-b794-91ca6b86697f
200413000001594,200413000000614,9eaa01dc-c081-42c3-ade1-652cefeb0289
200413000001832,200413000000884,d669782c-4db1-4b15-a79e-1432471c2bf3
200413000001658,200413000000684,88eb6f8f-033f-45fb-9206-b6ed92f2d9c4
200413000001137,200413000000108,ce4388d8-aa87-461e-9ccc-210cb0842e62
200413000001448,200413000000450,e2bbb4c4-0d6b-4f92-9817-0d04daa641a0
200413000001643,200413000000669,dfe78dac-f6f9-45c1-9ebb-4390b8702a49
200413000001742,200413000000783,7345c615-8f43-4c30-893a-7d1ed44d2c35
200413000001546,200413000000561,ec9698ab-00c5-4b65-a452-5ddef889e494
200413000001870,200413000000924,ffcedf97-8644-4f9e-b453-4c264771ee33
200413000001642,200413000000668,4c183308-31e4-46fc-a4ca-e1c29e31c185
200413000001141,200413000000113,229fdf89-7bc0-4ed5-a765-95aeb3fd2e15
200413000001163,200413000000139,402e6fd6-2dc0-45c2-9336-6b2e0881087b
200413000001468,200413000000473,44467144-f666-48c8-980a-bb61eeaa6111
200413000001517,200413000000530,8d148a65-64e0-4f7d-9830-33d6fb677466
200413000001159,200413000000135,5752ac9d-2d34-4600-87ba-c7938663acf6
200413000001920,200413000000976,4b3e2d1c-04d8-4158-aa2e-20a443600782
200413000001755,200413000000797,9f94f487-b9b2-4dad-902c-d7362132a6cd
200413000001673,200413000000703,de4b8376-7040-4f1d-82c7-46725c8f3a77
200413000001177,200413000000153,39df81d6-b1db-4cd5-985e-76565eba5aca
200413000001041,200413000000003,ed871704-ef13-4cef-a14b-a4c407966025
200413000001681,200413000000713,72b08e21-10df-46bd-9816-659a83131d7f
200413000001597,200413000000617,a32529e9-748a-4e58-8672-fe7636918d3a
200413000001185,200413000000162,737fe1cc-1582-4211-9d84-f3e687ec0c33
200413000001411,200413000000410,a47b5d12-ec86-492a-8247-98a5b0ae29b9
200413000001433,200413000000433,a57259ba-56c7-42f2-ba14-11fa88707147
200413000001221,200413000000196,1c624dd8-61a1-44d2-8662-bd9e13d82565
200413000001770,200413000000813,ebb08c82-38c4-400a-9606-ee2d174de8cd
200413000001631,200413000000657,38c7ccea-bd0a-449b-9ab7-20a592ca15e9
200413000001792,200413000000837,48dba7fc-70a2-42dd-a336-a6c72f15778f
200413000001923,200413000000980,004b2ee5-0d50-4174-ba0d-db62e46788ae
200413000001186,200413000000163,99927cfc-c203-4b6e-90d2-0a7b208d2847
200413000001521,200413000000534,dad2220a-66e0-489c-97cc-c7f4ba580671
200413000001734,200413000000772,3104d82a-6849-4395-a0b8-03f45620d252
200413000001222,200413000000197,dcf44e43-5848-445e-aea4-8afdf9b0a146
200413000001714,200413000000748,5dfd957a-ec9d-4d03-a2f5-b30830f0657a
200413000001628,200413000000652,35efac53-8b1b-49f9-b2f6-1242881feea0
200413000001706,200413000000739,8a19857c-1ac0-4769-a18b-e04ff11b58f9
200413000001418,200413000000416,2b61bcba-9bbf-438e-8f7f-a9de431464d0
200413000001713,200413000000747,ff5351b8-3247-4eba-b0d6-80e0293e916d
200413000001173,200413000000149,95e43a18-f3a9-45dc-b4f5-5f9e885cd6e9
200413000001239,200413000000218,0b66c480-96f4-4799-a3d4-892204e1c333
200413000001717,200413000000752,6d54785e-8b52-426f-9694-75516c438e47
200413000001079,200413000000045,5c6c3067-ae6d-4567-a399-dc3925d95260
200413000001233,200413000000210,59bdcb3d-bf04-4e99-8ef7-a2bdc1b96cb9
200413000001093,200413000000061,5314d807-a256-45f4-b329-7b55ce751a1f
200413000001864,200413000000918,a9a1ebb6-5cf0-4aa4-8fab-45ce9c39b236
200413000001670,200413000000698,3d39a52e-a814-4d5b-ad5f-1e571f7747c1
200413000001111,200413000000080,0c824da7-11ce-42c6-889f-04f58cf0588e
200413000001276,200413000000260,5e1a2e5d-0c46-44ad-beba-5057ff1776ea
200413000001758,200413000000800,318e00e7-d954-4340-83d1-76ddb4d88829
200413000001745,200413000000786,1e548982-657f-49c0-9337-047d65dedfde
200413000001164,200413000000140,418b5bce-5d47-4419-9284-7cf127365354
200413000001935,200413000000993,c765e0da-9314-4f3a-8525-3373b00567ee
200413000001394,200413000000390,91716ae7-21e1-425e-8c3d-6e5623c4c48c
200413000001116,200413000000085,18a07497-db23-4bcd-bbd0-16ff2083a54c
200413000001254,200413000000235,02861a82-65ce-4a54-b574-32360b12c374
200413000001474,200413000000478,1927cd8a-1851-4ac7-b754-8665656fcdf4
200413000001683,200413000000715,eea3df88-7676-4d97-b019-64afd415decb
200413000001605,200413000000626,6251f6cf-12d2-42fb-81b4-9f109fbc4faf
200413000001169,200413000000145,a5ea26a9-9a33-4f50-8012-0436e2e3799e
200413000001113,200413000000082,f57a1fb0-f644-46e7-a94f-842119f8d8e5
200413000001269,200413000000251,7854b710-59a4-4145-b2b1-5e567b1dc155
200413000001204,200413000000179,ef689faa-85df-4314-b0c7-3c811fcb7cb4
200413000001664,200413000000691,287838a9-cc14-4acb-bdc4-8696538257cb
200413000001391,200413000000386,e41fdb69-be12-4b8c-b4d9-37d4b1092af6
200413000001595,200413000000615,65b89794-89b8-40fe-8336-03eb1b6dbe22
200413000001926,200413000000983,25aaf9c5-c1ad-4e77-9efe-9ac0a3477615
200413000001754,200413000000796,29fc21c9-6f0c-4998-a510-067e84c3b8bc
200413000001702,200413000000734,62e794ef-acc4-43f1-9603-60a24ef15d0d
200413000001900,200413000000954,b4c0223f-6e18-48ad-9eab-fc9366b5dd31
200413000001461,200413000000464,135d71ae-0789-4a00-b245-3b3d1dd125a3
200413000001739,200413000000778,779bbfa4-ec88-4162-9dc6-60d9eebc85a3
200413000001904,200413000000958,862235d9-b167-4369-92b8-4f164cd92197
200413000001907,200413000000962,1334acab-ce32-4b0d-afc9-7b4bf37bedc9
200413000001305,200413000000294,1cd6215d-7e61-4f82-abd6-090532563cc3
200413000001738,200413000000777,41bf8f81-0529-4737-aba5-6a76d26b0412
200413000001438,200413000000437,47abbbf0-6e83-4b20-be74-ef8cfd2a82a2
200413000001309,200413000000299,f0091316-79f3-400d-b2ce-59aacfa152f4
200413000001145,200413000000121,4c5a8962-bb47-4525-828f-0ab363569abf
200413000001694,200413000000724,2a717e87-3686-438d-bb0e-6925c58f63be
200413000001689,200413000000719,f3db8a3a-820c-4f5d-8dce-6f126bccd2c7
200413000001641,200413000000667,300efcf1-6b72-4e93-97e0-d038fd4baa59
200413000001867,200413000000921,859b7444-cba7-47f5-b4d9-4745194ef87b
200413000001268,200413000000250,f6bcf826-e0c9-46ad-a593-f4b6d00625c4
200413000001068,200413000000033,53f22eec-04bb-499d-b51c-0ba811545500
200413000001827,200413000000879,e96211a9-80c3-46e2-9d72-aaf2b07c6b7b
200413000001417,200413000000415,6d591bbd-d95f-4af5-a78d-bbf49766fb36
200413000001074,200413000000040,5229e889-3c6b-4bc2-a077-297b0dce08c4
200413000001300,200413000000289,a8507a7e-93ce-4882-9d05-5d670cc4ef77
200413000001598,200413000000618,7d1db38e-9653-4b45-b7b4-fb04d29847bc
200413000001600,200413000000621,5b33938e-d875-45c1-9789-71ce1700eaa9
200413000001500,200413000000510,e8e84f5c-bb05-426a-b6d5-13b81be861d1
200413000001884,200413000000938,b88ab0a1-6061-4d03-a159-70212992af30
200413000001103,200413000000072,95f12972-f89e-4494-86d5-889df921a96c
200413000001278,200413000000263,37fc00f8-3a49-4dfa-8b42-73fe2bf037a4
200413000001697,200413000000727,35c2d0c0-b7ef-45f3-9f64-b57418a5bee6
200413000001928,200413000000985,36e9ccbb-87e5-4c30-b7ed-a965d2818c87
200413000001123,200413000000092,14c04774-bf3f-44ac-bc65-93cceff58520
200413000001793,200413000000838,5b4b739e-77ce-48ee-9c4d-d4ae240ec48b
200413000001940,200413000000999,0a60b081-1376-4f7b-b209-de18f769cd74
200413000001342,200413000000333,eac74ebd-23a3-4a20-a2f5-48db251d922f
200413000001094,200413000000062,ab17316c-9e1f-4671-8354-998f8b2a2d0d
200413000001082,200413000000048,bfeeb32f-535c-4773-a34f-eda59cdc445f
200413000001090,200413000000057,ed5277fc-e1aa-4ee9-8125-520a34cc9212
200413000001936,200413000000994,663a8b9e-e32c-416f-a933-13ad730b11d8
200413000001909,200413000000964,43a277c9-47b7-404e-bec4-e82149d8e5c1
200413000001369,200413000000360,3cc6c729-b6db-487c-933f-b6945fd7bf06
200413000001618,200413000000639,08d61778-4759-4a6c-a749-753855b7d98e
200413000001819,200413000000870,127f9046-3fae-4141-8ae5-6a8a878443ec
200413000001325,200413000000316,8b13fdb7-cc3b-4eb6-8a83-bc313b325e9f
200413000001197,200413000000175,79e6e862-bde5-40f1-9830-fba957a2e40b
200413000001607,200413000000628,2e296f92-604e-4d1a-a313-a6b3f36b7458
200413000001921,200413000000977,faaaa984-2d91-4436-8a25-270cf0009c98
200413000001808,200413000000855,86d64659-9053-45ee-a236-bcd00c9a50bd
200413000001663,200413000000690,2fb4513f-633d-4121-bcf4-af4e4a2a22e9
200413000001379,200413000000373,40b79f17-4fd8-4a30-b4ad-74f35c0fcce4
200413000001639,200413000000665,9e553a0b-f324-4412-b791-9b3e622738ec
200413000001868,200413000000922,9a2bbdfe-4bc9-4427-b74a-ea9b5ac682e5
200413000001170,200413000000146,f4b715cd-b7cb-461d-9872-b6d6de246bdf
200413000001801,200413000000847,0da65ecc-7b0c-4382-a0b5-dbc539df214f
200413000001306,200413000000295,8aef5c47-ee69-46ed-99a0-15d5606a7b1e
200413000001338,200413000000329,ec4178a6-1037-4b99-b75b-c3e4606cb7c5
200413000001582,200413000000601,96124976-048e-44a7-a882-42c37d6c1916
200413000001852,200413000000905,20bb1919-8f2f-4baa-bcf8-4c8b41bb96c7
200413000001893,200413000000947,a50d0868-999d-48bf-ac84-21198f046584
200413000001885,200413000000939,637ba8b3-0104-4c9b-a72c-95460802d622
200413000001924,200413000000981,39b99182-cded-4f6a-8809-64882a9236a3
200413000001049,200413000000010,3fe7115f-e511-4067-9038-2718f6de750d
200413000001562,200413000000576,dd71a4bc-e9c5-4727-8a87-4580396c1b3e
200413000001218,200413000000194,b0ac3936-f1d0-4b0e-9d0e-81152d5642ed
200413000001854,200413000000907,c6723b5e-dddf-4cd8-b237-64c934ae9ee9
200413000001871,200413000000925,6905bd89-22ce-4b08-a526-fb461ba2db23
200413000001350,200413000000342,29181eaa-275d-4b25-8f19-95755b49535d
200413000001590,200413000000609,18d3cc36-b328-4888-9917-5d773b2540c7
200413000001420,200413000000418,d6ded03e-689e-4bf6-9c8f-9b232931bcb7
200413000001648,200413000000674,12313c76-f46b-4f31-85ec-b0da5aa9cb33
200413000001322,200413000000313,4dbd3833-32d2-4d43-9ecb-0bc0cfe677e4
200413000001271,200413000000254,b3d43de6-a7fc-4ca8-9ed9-cebb85d67c78
200413000001767,200413000000810,339c0c61-1bce-4226-8928-c061a9ea323c
200413000001293,200413000000281,9a0270c4-dfba-441e-86df-d80b9ed519d5
200413000001206,200413000000182,6922ff4d-34d4-402a-8da3-9c7892d38a89
200413000001568,200413000000584,4e83a9fe-9954-44a4-9e15-b01caa13b85f
200413000001073,200413000000039,284093ea-4cd5-454c-95df-1171681f374a
200413000001166,200413000000142,daca0b56-42ea-4521-be10-8b9d4bfb0a7c
200413000001231,200413000000208,470d7d27-d316-49ab-a165-5497c242d288
200413000001877,200413000000931,cb494eb7-fb21-42da-bbca-2db686506c50
200413000001511,200413000000523,0f657a17-50a5-457e-9f69-80e72a2cb8b5
200413000001229,200413000000206,54f3d7df-8d0a-40f6-b548-c976d70e3dce
200413000001869,200413000000923,314fdb73-71f4-46a5-a20d-9f589bc0982f
200413000001439,200413000000438,74bf7503-4ea9-44bc-b1c2-225d15bf141d
200413000001139,200413000000110,13534055-746b-4b17-9477-2e425e0a03cf
200413000001387,200413000000380,211f8de9-c49e-4734-904e-d471a9fc8fbd
200413000001876,200413000000930,aa31064a-4ae2-470b-9603-cc866212338d
200413000001329,200413000000319,33fc4bf4-6673-48e2-b090-d496e7180368
200413000001443,200413000000444,348ae317-a270-447a-a13b-02740d0da9f3
200413000001072,200413000000038,4b274010-b84f-4b65-94e2-dbad15ed0a7a
200413000001678,200413000000709,5ee7eb12-e1a5-47f0-98e9-dac8565e352d
200413000001149,200413000000125,e1ebac3c-e398-4b6b-838a-b3319dc67d17
200413000001143,200413000000117,9a95f180-a4a6-41b3-9cc1-04707f439f5e
200413000001157,200413000000133,951ac98a-8b26-462b-a2b7-0619f1765e11
200413000001388,200413000000382,31354d63-8b6e-4d94-b1d6-c2b5857f0def
200413000001196,200413000000174,7223feec-8efb-4904-849d-529ac247b851
200413000001901,200413000000955,3d8499c2-9a58-4907-a685-be5d79978539
200413000001392,200413000000387,a37ad97d-3dc8-48bc-b28e-04d888e31b7f
200413000001081,200413000000047,cc899651-cc5b-4b3a-96cd-17fbc4c92ea7
200413000001483,200413000000491,ee924368-52fc-4c2d-8292-5cc328f4bbc4
200413000001473,200413000000477,5aa344e0-3566-486c-8636-69db37aa8452
200413000001086,200413000000053,279fc3f1-2b90-480f-b1fc-c9ca95bebafc
200413000001358,200413000000350,aa74b0e5-2211-4204-b2f1-881cc74a934e
200413000001829,200413000000881,ab590fa7-17db-4322-8195-2068fc6cd64a
200413000001640,200413000000666,41f02da4-e8c0-439e-a13d-6a855b3e8952
200413000001667,200413000000694,68dd0cd8-f028-4e39-8129-b73a466cc623
200413000001913,200413000000969,5364f808-03a6-4c9e-9875-d8282e109a57
200413000001523,200413000000535,61d26797-24f9-4c28-92e5-042e4aeb9237
200413000001234,200413000000211,65da18a0-2eb5-4f3a-9c7f-c02badcb525b
200413000001491,200413000000500,f94cbb15-b036-4fc5-93ad-7bb91cfd3fa7
200413000001290,200413000000278,d9b2d376-6bd7-4a14-bd80-179b5693abeb
200413000001210,200413000000186,a95b74e9-b19a-460a-aea6-0b470529e241
200413000001151,200413000000127,b586bbd5-203d-4cbd-ae78-890d34328772
200413000001747,200413000000788,f4ad3d67-917f-4268-a3fc-6f48103455f0
200413000001084,200413000000050,071e19b5-6a36-4e40-824d-743341607dd2
200413000001415,200413000000413,e9d48ed0-ae5f-4435-a9c4-9edc910a0f31
200413000001324,200413000000315,49c7925f-a474-473a-9eae-1fb4f093452b
200413000001255,200413000000236,46a1d988-23c6-4c1f-8e35-3338793c6cfd
200413000001846,200413000000898,5fbb4047-5f21-4623-8220-9b9a104450ad
200413000001585,200413000000603,2fcd07e2-11a4-4d71-88ba-50f48c130ffc
200413000001564,200413000000578,9b51dcf7-9932-45c7-b699-4f045be27492
200413000001101,200413000000069,452af9a1-8235-45ed-9593-85f363926337
200413000001710,200413000000744,d46ff13c-d567-4684-93f0-59bef4a4c7f1
200413000001118,200413000000087,e157b624-ea75-4b78-8b67-05077f61c591
200413000001684,200413000000716,4ca814b4-92e0-47bd-828b-d331a0d04166
200413000001570,200413000000586,19fa0f13-7a7b-4ccb-92b1-b543415b6316
200413000001294,200413000000282,791a4942-12d6-47a7-ab77-617c8c1146f4
200413000001377,200413000000370,8b2cee1e-0b26-4f95-a360-0c65a86c52c9
